id,name,range,rating,id_copy,energy,danceability,loudness,valence,tempo,mode,speechiness,acousticness,instrumentalness,duration_ms,time_signature
78F8VyxSsuZZwVFHrkKMMl,One Time Villain,medium_term,3.2727272727272725,78F8VyxSsuZZwVFHrkKMMl,0.648,0.391,-10.422,0.455,103.836,1,0.029,0.0448,0.813,191512,4
7kzZwlkzIjVTgH9gbzsqe4,Night Game,medium_term,3.212121212121212,7kzZwlkzIjVTgH9gbzsqe4,0.0408,0.478,-22.193,0.158,108.029,1,0.0343,0.959,0.0326,177640,1
0RAXoT7hwOoqAXI95ryxT5,RYDEEN,medium_term,3.1515151515151514,0RAXoT7hwOoqAXI95ryxT5,0.855,0.554,-6.506,0.895,142.77,0,0.0368,8.19e-05,0.807,266360,4
3GO6bT0b1sdInk1KPCK64d,Cómo Me Quieres,medium_term,3.090909090909091,3GO6bT0b1sdInk1KPCK64d,0.536,0.55,-10.045,0.539,85.458,1,0.0423,0.00612,0.884,225154,4
3k4qL0KJ2AJu6uJQIEJFwG,My Sight Now Blurs,medium_term,3.0303030303030303,3k4qL0KJ2AJu6uJQIEJFwG,0.507,0.391,-11.359,0.145,93.874,0,0.0346,0.294,0.709,383062,4
6e2lpz6DZ2T8Sofc3Myntn,Electrocution,medium_term,2.9696969696969697,6e2lpz6DZ2T8Sofc3Myntn,0.725,0.722,-6.576,0.197,114.076,0,0.0413,0.145,0.19,150147,4
39RKlCfLoqb8o2aXfpVfjW,Mein Teil,medium_term,2.909090909090909,39RKlCfLoqb8o2aXfpVfjW,0.959,0.47,-4.338,0.199,88.0,1,0.075,0.00535,0.0101,272413,4
08tMAd1ZawFgKaOZRJ3SHq,Andiamo,medium_term,2.787878787878788,08tMAd1ZawFgKaOZRJ3SHq,0.803,0.825,-8.624,0.461,110.006,1,0.109,0.00424,0.85,608363,4
0HQutwU8PQkE83Uy0ZA0Qc,The Foundation (feat. Cola Boyy),medium_term,2.7272727272727275,0HQutwU8PQkE83Uy0ZA0Qc,0.609,0.779,-10.101,0.832,140.018,0,0.0367,0.432,0.0994,329920,4
0YkXS08XWec5QzrGaxgnrr,Highway,medium_term,2.666666666666666,0YkXS08XWec5QzrGaxgnrr,0.669,0.766,-8.183,0.689,129.984,1,0.0479,0.0711,0.813,227387,4
15f16lrsDzFeNpHYBTzHLI,Sex,medium_term,2.606060606060605,15f16lrsDzFeNpHYBTzHLI,0.93,0.608,-3.97,0.432,123.018,1,0.0604,0.000561,0.00175,236529,4
1IAt7Kf1VVikc2VspMTKrl,Doktor Civanım,medium_term,2.545454545454545,1IAt7Kf1VVikc2VspMTKrl,0.718,0.685,-10.227,0.871,127.996,1,0.0381,0.00252,0.381,235746,4
1IbmFWmIEZJVefbwox883w,"Sonata in E-Flat, BWV 1031: Siciliana",medium_term,2.4848484848484844,1IbmFWmIEZJVefbwox883w,0.0313,0.304,-25.56,0.33,103.913,0,0.0498,0.977,0.186,130240,3
1RcKa3TDe9zGeb33BwqYGU,Lady and Man,medium_term,2.424242424242424,1RcKa3TDe9zGeb33BwqYGU,0.691,0.728,-7.948,0.905,82.204,1,0.0583,0.000716,0.826,258044,4
1TyFCZXBjkGWdwkGI077eK,Middle Ages,medium_term,2.3636363636363638,1TyFCZXBjkGWdwkGI077eK,0.642,0.53,-10.687,0.274,129.997,1,0.0355,0.0262,0.843,162241,4
1v0ufp7FLTFcykUGOmFZKa,Daffodils (feat. Kevin Parker),medium_term,2.3030303030303028,1v0ufp7FLTFcykUGOmFZKa,0.538,0.724,-8.041,0.282,108.945,1,0.0381,0.0408,0.0139,298133,4
39REtYE2JZXm9Bmo8JJrrV,I Do It for Your Love,medium_term,2.1818181818181817,39REtYE2JZXm9Bmo8JJrrV,0.349,0.483,-13.138,0.179,76.941,0,0.0317,0.832,0.00211,215200,4
3d3k8g4GTVx9EFIFlOZOEX,Zeig dich,medium_term,2.121212121212121,3d3k8g4GTVx9EFIFlOZOEX,0.942,0.545,-4.283,0.365,165.066,0,0.0417,0.00108,0.0246,255845,4
3lApcJC16V67JIJE7CCfth,Too Many People - 2012 Remaster,medium_term,2.060606060606061,3lApcJC16V67JIJE7CCfth,0.675,0.433,-8.986,0.54,95.052,1,0.0325,0.146,0.00251,250667,4
3obrfotpr4kLCKiOu2GZ4Q,My Little Town,medium_term,2.0,3obrfotpr4kLCKiOu2GZ4Q,0.535,0.665,-7.766,0.429,122.126,1,0.0308,0.468,0.00156,231947,4
2E638Wy85ULliAXTQEFET0,The Border,long_term,10.0,2E638Wy85ULliAXTQEFET0,0.522,0.623,-11.769,0.356,104.998,1,0.0372,0.168,0.765,289507,4
6ZHaA7gE78xjsJ9MZCBw8x,Awake,long_term,9.93939393939394,6ZHaA7gE78xjsJ9MZCBw8x,0.633,0.176,-8.904,0.122,90.807,1,0.037,0.0293,0.0141,323328,4
0uoHVRsDwVHtzYLMvRkxtC,Automatic,long_term,9.87878787878788,0uoHVRsDwVHtzYLMvRkxtC,0.305,0.827,-10.778,0.165,100.009,1,0.0455,0.0752,0.813,521153,4
2Ghp894n1laIf2w98VeAOJ,How Do I Make You Love Me?,long_term,9.818181818181818,2Ghp894n1laIf2w98VeAOJ,0.498,0.805,-7.927,0.636,121.006,0,0.0737,0.0203,2.37e-05,214215,4
6kWzCCAghrDeVFZSKgYVGL,"Mass in B Minor, BWV 232: Kyrie: Kyrie eleison (Chorus)",long_term,9.757575757575758,6kWzCCAghrDeVFZSKgYVGL,0.115,0.151,-20.178,0.0715,101.468,0,0.0398,0.978,0.662,639173,4
5gOGfvrnGJAMqwUW7aX47z,Ti I Ya (feat. Kate NV),long_term,9.696969696969695,5gOGfvrnGJAMqwUW7aX47z,0.503,0.78,-10.213,0.609,144.013,0,0.0427,0.601,0.779,201107,4
4iO9BCxZMLW1rkwUd4ui99,The Foundation,long_term,9.636363636363637,4iO9BCxZMLW1rkwUd4ui99,0.612,0.778,-10.106,0.835,140.021,0,0.0367,0.426,0.11,329920,4
3kK4TTZX9HHjwVPEtaTjmP,Wake Me Up - Gaspard Augé and Victor Le Masne Remix,long_term,9.575757575757576,3kK4TTZX9HHjwVPEtaTjmP,0.927,0.55,-5.472,0.438,120.022,0,0.0542,0.00238,0.0212,230244,4
1nH2PkJL1XoUq8oE6tBZoU,Sacrifice,long_term,9.515151515151516,1nH2PkJL1XoUq8oE6tBZoU,0.795,0.735,-6.523,0.905,122.0,0,0.113,0.0296,3.18e-05,188918,4
0yUvqiD4ghjvfj3HVTZvlI,"Wenn wir in höchsten Nöten sein, BWV 641",long_term,9.454545454545457,0yUvqiD4ghjvfj3HVTZvlI,0.297,0.0681,-15.934,0.0667,67.497,1,0.042,0.884,0.81,143160,4
5oY6OqGZYMENBeP3qNVsZI,To The Island - Tame Impala Remix,long_term,9.393939393939394,5oY6OqGZYMENBeP3qNVsZI,0.867,0.491,-6.478,0.531,175.241,0,0.0479,0.111,0.0135,253082,3
52D1GHTg22Gu3zmhbKyGyV,Back To Your Heart,long_term,9.333333333333334,52D1GHTg22Gu3zmhbKyGyV,0.385,0.689,-9.797,0.712,115.467,0,0.0291,0.315,0.0926,286867,3
1KjLbuPsJmYdZJt0CsyVAg,405 - Metronomy x Biig Piig,long_term,9.272727272727272,1KjLbuPsJmYdZJt0CsyVAg,0.455,0.725,-10.154,0.437,129.987,1,0.0313,0.227,0.0615,265506,4
3KT55R6l6uDCsMxPlm1SVo,Good Day Today,long_term,9.212121212121213,3KT55R6l6uDCsMxPlm1SVo,0.606,0.823,-7.633,0.513,136.286,0,0.0819,0.0553,0.613,279080,3
6cUhqXy7tB1nVbc1fqCnU5,ikke no å spare på,long_term,9.151515151515152,6cUhqXy7tB1nVbc1fqCnU5,0.647,0.34,-9.584,0.738,78.91,1,0.041,0.183,0.000115,248206,4
4P0Q5EfIdSPFhebNL8v7P8,Daddy's Groove,long_term,9.09090909090909,4P0Q5EfIdSPFhebNL8v7P8,0.422,0.7,-10.425,0.382,91.107,1,0.0465,0.898,0.835,192221,4
3sJQGz6WX2YIBaHsH3bRMq,Shadow,long_term,9.030303030303031,3sJQGz6WX2YIBaHsH3bRMq,0.539,0.591,-9.367,0.551,106.605,0,0.0266,0.012,0.588,224528,4
4IPnFWw8kNJ81R7qO3hq1L,Only My Honesty Matters,long_term,8.969696969696969,4IPnFWw8kNJ81R7qO3hq1L,0.338,0.971,-9.835,0.56,119.936,1,0.122,0.076,0.435,151053,4
0UtnpKaReKUg2GquaSxCyD,Money Trees,long_term,8.90909090909091,0UtnpKaReKUg2GquaSxCyD,0.531,0.716,-7.355,0.344,71.994,1,0.122,0.0703,0.0,386907,4
1swmf4hFMJYRNA8Rq9PVaW,Martha My Dear - Remastered 2009,long_term,8.848484848484848,1swmf4hFMJYRNA8Rq9PVaW,0.292,0.472,-11.591,0.824,177.624,1,0.0321,0.872,0.0007,148573,4
62prKsoAXdU3ZFT4eauTSb,La Oss Vandre I Lyset,long_term,8.787878787878787,62prKsoAXdU3ZFT4eauTSb,0.246,0.293,-7.079,0.123,113.395,1,0.0345,0.923,1.83e-06,197707,5
7jkVT8miWBcCovrkoVpMiP,Hey!,long_term,8.727272727272727,7jkVT8miWBcCovrkoVpMiP,0.855,0.547,-4.849,0.102,122.007,1,0.0469,7.76e-06,0.00626,254230,4
6RZmhpvukfyeSURhf4kZ0d,Is It True,long_term,8.666666666666666,6RZmhpvukfyeSURhf4kZ0d,0.664,0.731,-5.474,0.661,118.018,1,0.0302,0.00307,0.35,239267,4
1DXD0wVXXHwUYo9AXbcMMI,Pitch the Baby,long_term,8.606060606060606,1DXD0wVXXHwUYo9AXbcMMI,0.821,0.478,-6.729,0.975,178.131,0,0.0407,0.438,0.324,194080,4
3VIMS1p3sNifH0RQnmDf7s,Jumbo,long_term,8.545454545454545,3VIMS1p3sNifH0RQnmDf7s,0.596,0.63,-11.2,0.882,139.991,0,0.0379,0.206,0.771,417853,4
6X5zsgjDlssIkv0sVYZgx1,Tattoo,long_term,8.484848484848484,6X5zsgjDlssIkv0sVYZgx1,0.96,0.612,-4.547,0.302,141.042,1,0.091,0.00262,7.93e-05,251659,4
4PHoUATsLrJp0wCmokcqF2,Another Side (feat. We Are KING),long_term,8.424242424242424,4PHoUATsLrJp0wCmokcqF2,0.72,0.642,-10.071,0.738,87.578,1,0.0431,0.099,0.0428,195907,4
2ksuEhOThAcdRYxMCKVDI6,"Jesus bleibet meine Freude, BWV 147/6 (Cantata 147, Herz und Mund und Tat und Leben)",long_term,8.363636363636363,2ksuEhOThAcdRYxMCKVDI6,0.0258,0.0637,-28.312,0.124,66.372,1,0.041,0.955,0.905,209640,3
5fLaktcUZKBkWK8pGbUn7R,Bad Feeling,long_term,8.303030303030303,5fLaktcUZKBkWK8pGbUn7R,0.632,0.537,-5.975,0.274,114.989,0,0.0288,0.000883,0.00999,259934,4
3LvIlM6G5By4mllcxZ26ms,Empty Dancefloor,long_term,8.242424242424242,3LvIlM6G5By4mllcxZ26ms,0.779,0.542,-8.654,0.3,107.979,0,0.0326,0.159,0.892,251150,4
7BpAZ1YR30OLbrFxxnTRC3,Catch Yourself Falling,long_term,8.181818181818182,7BpAZ1YR30OLbrFxxnTRC3,0.777,0.711,-9.487,0.897,148.023,1,0.029,0.304,0.0977,250200,4
6sqhizfXUmr0o4JdSVjo2J,My Mum Was Nico's Driver,long_term,8.121212121212121,6sqhizfXUmr0o4JdSVjo2J,0.658,0.741,-7.275,0.87,111.032,0,0.0285,0.0357,0.0,181029,4
2Zw3HNjaNV42LnQ2uY5JQs,Myth,long_term,8.06060606060606,2Zw3HNjaNV42LnQ2uY5JQs,0.704,0.445,-6.257,0.409,141.954,1,0.0292,0.0336,0.116,258653,4
4ZFi89qsullgucLAOrrXa8,Awake,long_term,8.0,4ZFi89qsullgucLAOrrXa8,0.647,0.397,-8.686,0.113,94.054,1,0.032,0.0488,0.0429,326059,4
7j43FohbLVulScL7S9sQZk,Ausländer,long_term,7.9393939393939394,7j43FohbLVulScL7S9sQZk,0.912,0.681,-4.159,0.479,125.031,1,0.0912,0.000757,0.00136,231603,4
7hpGnN9ROMnKxO2WoWlKmY,"Turn Right, Turn Left",long_term,7.878787878787879,7hpGnN9ROMnKxO2WoWlKmY,0.489,0.524,-12.042,0.103,111.432,1,0.0295,0.292,0.786,234907,4
3evG0BIqEFMMP7lVJh1cSf,Don't Let Me Down - Remastered 2009,long_term,7.818181818181818,3evG0BIqEFMMP7lVJh1cSf,0.289,0.593,-11.049,0.733,77.119,1,0.0259,0.568,0.000829,215733,4
4PEDLBGXXttmMmN4fzTrk7,Tricycle Express,long_term,7.757575757575758,4PEDLBGXXttmMmN4fzTrk7,0.833,0.678,-7.675,0.344,103.989,0,0.0454,0.0155,0.17,230813,4
6AA4HvkXqhWF2KnFZhIibT,Somethinggreater - Gaspard Augé & Victor Le Masne Remix,long_term,7.696969696969697,6AA4HvkXqhWF2KnFZhIibT,0.758,0.541,-7.251,0.399,116.984,0,0.0945,0.00911,0.0,232507,4
0E2d7WIdazWyRhoXyq2OF6,Miami,long_term,7.636363636363637,0E2d7WIdazWyRhoXyq2OF6,0.795,0.745,-5.018,0.874,110.014,1,0.0332,0.00766,0.302,274333,4
3HHlTLBXHImxMfHtuWmZ3D,Another Side,long_term,7.575757575757576,3HHlTLBXHImxMfHtuWmZ3D,0.72,0.642,-10.071,0.738,87.578,1,0.0431,0.099,0.0428,195907,4
2EFuKYBalAcplMyUVL3BDH,Maria También,long_term,7.515151515151516,2EFuKYBalAcplMyUVL3BDH,0.632,0.746,-7.32,0.858,103.612,0,0.0462,0.00252,0.859,190999,4
0A4hDJSHcYLwqYQGUWx3w9,"Mass in B Minor, BWV 232: Agnus Dei: Agnus Dei (Alto)",long_term,7.454545454545455,0A4hDJSHcYLwqYQGUWx3w9,0.0099,0.108,-31.557,0.0442,86.297,0,0.0469,0.976,0.00361,319453,4
4RzRXCxmChDMDnRqDT5vht,Too Late Now - Soulwax Remix,long_term,7.393939393939394,4RzRXCxmChDMDnRqDT5vht,0.948,0.793,-6.652,0.481,129.999,1,0.058,0.0235,0.289,398769,4
5BTWVurlOGIVe4adHvgL3N,Who Goes There?,long_term,7.333333333333333,5BTWVurlOGIVe4adHvgL3N,0.388,0.274,-13.437,0.116,84.67,0,0.0324,0.00321,0.78,413480,4
0U0ldCRmgCqhVvD6ksG63j,Nightcall,long_term,7.272727272727272,0U0ldCRmgCqhVvD6ksG63j,0.874,0.532,-5.183,0.361,91.038,0,0.0482,0.00842,0.012,258413,4
68wXv4DokvcOVNvuJ7FbWp,CUT EM IN (feat. Rick Ross),long_term,7.212121212121212,68wXv4DokvcOVNvuJ7FbWp,0.777,0.744,-5.577,0.813,158.052,1,0.353,0.461,0.0,177040,4
5pHQZlekYdxTQExJWe1KSp,Love Me Like a Reptile,long_term,7.151515151515151,5pHQZlekYdxTQExJWe1KSp,0.948,0.253,-5.604,0.467,99.343,1,0.0749,0.000182,0.00269,200080,4
2vgUijXOTRMnWXDtvgMp2b,Take My Breath,long_term,7.090909090909091,2vgUijXOTRMnWXDtvgMp2b,0.769,0.698,-7.154,0.354,121.02,1,0.0368,0.0128,0.00166,339023,4
7jTin1oHRjBJEpbDRHTzpK,"Fantasie in F Minor, D. 940",long_term,6.96969696969697,7jTin1oHRjBJEpbDRHTzpK,0.0215,0.376,-29.045,0.0991,110.751,1,0.0421,0.99,0.918,1160147,4
2bPGTMB5sFfFYQ2YvSmup0,Deutschland,long_term,6.909090909090909,2bPGTMB5sFfFYQ2YvSmup0,0.895,0.521,-5.242,0.237,120.117,1,0.0442,5.54e-05,0.349,322340,4
0S8pQ5jVT4ZihFpIwkER7Q,Twee,long_term,6.848484848484849,0S8pQ5jVT4ZihFpIwkER7Q,0.841,0.724,-7.264,0.37,120.013,0,0.052,0.0381,0.768,304171,4
1MZPteit5RISR1rqp6YnnW,Fixture Picture,long_term,6.787878787878787,1MZPteit5RISR1rqp6YnnW,0.376,0.519,-7.536,0.475,152.117,0,0.0286,0.537,0.000218,247213,4
7JR0GgImeFM684xOWbYWVu,Artifact,long_term,6.727272727272727,7JR0GgImeFM684xOWbYWVu,0.868,0.713,-7.3,0.545,110.007,1,0.0441,0.000104,0.869,260000,4
4sKcm9RfhgFiOJGeUjNTzF,"Das alte Jahr vergangen ist, BWV 614",long_term,6.666666666666666,4sKcm9RfhgFiOJGeUjNTzF,0.182,0.187,-24.464,0.0657,74.362,0,0.0388,0.963,0.888,151800,4
0622FFHEFj3sklStGf5Lm1,slutte og byne,long_term,6.6060606060606055,0622FFHEFj3sklStGf5Lm1,0.592,0.316,-12.126,0.354,182.689,1,0.0439,0.281,0.000381,325477,3
1a8JpAL3vbAdXYrEABvOtb,Amerika,long_term,6.545454545454545,1a8JpAL3vbAdXYrEABvOtb,0.885,0.608,-4.296,0.518,125.023,0,0.0963,0.00258,1.33e-05,226760,4
2SHfsvx6kgQnbWD1us8RGp,A Hero's Death - Soulwax Remix,long_term,6.484848484848484,2SHfsvx6kgQnbWD1us8RGp,0.812,0.705,-8.08,0.611,109.976,0,0.0361,0.00158,0.000514,269540,4
7sVN5FA6DWPMrPU6yoreKp,Rare Air,long_term,6.424242424242424,7sVN5FA6DWPMrPU6yoreKp,0.643,0.584,-7.738,0.44,121.997,0,0.0306,0.0578,0.849,413388,4
5S0HjqOc1jeLRedP96d50o,Siren Music,long_term,6.363636363636363,5S0HjqOc1jeLRedP96d50o,0.77,0.473,-5.252,0.238,103.029,0,0.0374,0.215,0.0,188573,4
0BWJNm4TrO6H3qgiCmDBjM,Toccata and Fugue in D minor,long_term,6.303030303030303,0BWJNm4TrO6H3qgiCmDBjM,0.0463,0.0692,-25.35,0.0714,71.749,0,0.0373,0.87,0.308,567467,4
64dLd6rVqDLtkXFYrEUHIU,New Gold (feat. Tame Impala and Bootie Brown),long_term,6.242424242424242,64dLd6rVqDLtkXFYrEUHIU,0.923,0.695,-3.93,0.551,108.014,0,0.0522,0.0425,0.0469,215150,3
5YSI1311X8t31PBjkBG4CZ,Wuthering Heights,long_term,6.181818181818182,5YSI1311X8t31PBjkBG4CZ,0.392,0.481,-11.381,0.52,124.572,1,0.0312,0.366,0.0452,269067,4
3Y1dCjPeCkjBlqGIJqE449,Night Striker,long_term,6.121212121212121,3Y1dCjPeCkjBlqGIJqE449,0.55,0.428,-12.229,0.363,165.066,1,0.0323,0.00238,0.808,288987,4
4fQIB3lU4Xhhim4Yj5YMr7,Io,long_term,6.0606060606060606,4fQIB3lU4Xhhim4Yj5YMr7,0.501,0.461,-11.997,0.378,175.403,0,0.0738,0.727,0.961,363122,3
6W26h4KbGUnEaav5VWIyJm,The Day Before You Came,long_term,6.0,6W26h4KbGUnEaav5VWIyJm,0.388,0.801,-14.594,0.736,108.071,0,0.0354,0.0498,0.00421,349080,4
0akzU7VdwCaGjDWZnvK1G1,I'm Not Your Dog,long_term,5.9393939393939394,0akzU7VdwCaGjDWZnvK1G1,0.788,0.538,-5.503,0.383,102.276,1,0.0338,0.000385,0.278,178253,4
2vHT9P2HMzRmlzhs9SL5wR,Welcome,long_term,5.878787878787879,2vHT9P2HMzRmlzhs9SL5wR,0.0182,0.164,-22.108,0.0919,66.192,1,0.0427,0.874,0.994,38105,3
4K9LbcaUblvR7ooSZKVKEL,Then Again,long_term,5.818181818181818,4K9LbcaUblvR7ooSZKVKEL,0.532,0.761,-9.22,0.769,155.027,1,0.0399,0.486,0.869,208616,4
4hWvTpAuTWI0SjQ5TsVRzP,"The Well-Tempered Clavier, Book 1: Prelude I in C Major, BWV 846",long_term,5.757575757575758,4hWvTpAuTWI0SjQ5TsVRzP,0.154,0.159,-31.61,0.216,133.07,1,0.0349,0.751,0.822,150213,4
2fJzvVoZkY4iuwK1EUwbvr,Zombie,long_term,5.696969696969697,2fJzvVoZkY4iuwK1EUwbvr,0.717,0.535,-7.601,0.398,144.98,1,0.0348,0.000392,0.00112,240053,4
2dkVHI7pCyRKin1g2crSBq,Zukunftsmusik - Schneider&groeneveld Remix,long_term,5.636363636363637,2dkVHI7pCyRKin1g2crSBq,0.937,0.738,-5.987,0.243,126.01,0,0.0359,0.0101,0.79,346667,4
1bHrUhSO0HYL1bM8QeYJww,Impact - Soulwax Remix – Edit,long_term,5.575757575757575,1bHrUhSO0HYL1bM8QeYJww,0.837,0.759,-5.892,0.564,116.024,1,0.0565,0.00313,0.0074,218235,4
6EV7iIhdW9VBjphqZNGSfM,Evan Finds the Third Room,long_term,5.515151515151515,6EV7iIhdW9VBjphqZNGSfM,0.385,0.781,-9.976,0.842,105.812,0,0.0789,0.0101,0.587,240743,4
6mcfZIZhkEmNkh2ezmecvb,Desire,long_term,5.454545454545454,6mcfZIZhkEmNkh2ezmecvb,0.573,0.439,-12.096,0.385,220.041,0,0.0288,0.64,0.903,212725,4
5c30Lqd4zY3dpMK2usb9yU,Arpeggi,long_term,5.393939393939394,5c30Lqd4zY3dpMK2usb9yU,0.32,0.69,-13.055,0.494,158.008,0,0.0588,0.115,0.953,285880,3
3dvXRk7TZ929m21p49RR5P,Mariella,long_term,5.333333333333333,3dvXRk7TZ929m21p49RR5P,0.576,0.593,-10.331,0.559,109.935,1,0.032,0.526,0.718,310554,4
39P8tov8L01Rp7LD8oczr2,What U,long_term,5.2727272727272725,39P8tov8L01Rp7LD8oczr2,0.626,0.687,-9.813,0.391,109.013,1,0.0606,0.199,0.912,252867,4
2GnhkfBcDsFdG1MQILHM3j,EQUILIBRIUM,long_term,5.212121212121212,2GnhkfBcDsFdG1MQILHM3j,0.508,0.738,-9.421,0.474,118.047,0,0.0817,0.682,0.928,289960,4
5zIJsFst05gsrUdr9ghEpG,"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV 106",long_term,5.151515151515151,5zIJsFst05gsrUdr9ghEpG,0.0252,0.457,-35.116,0.168,74.137,1,0.0621,0.996,0.875,138840,4
1RJ7lCKTWeWdlhkfPYD1En,Tokyo 1994,long_term,5.090909090909091,1RJ7lCKTWeWdlhkfPYD1En,0.513,0.569,-12.868,0.177,132.012,0,0.0286,0.000471,0.922,132973,4
2vDC9iyQpY3EsioJD8pRiW,Fifty-fifty Clown,long_term,5.03030303030303,2vDC9iyQpY3EsioJD8pRiW,0.694,0.481,-7.38,0.374,180.117,0,0.0272,0.0488,0.0738,190213,3
58N177UE0dL8pb3hyLkELb,Somethinggreater - Gaspard Augé & Victor Le Masne Remix,long_term,4.96969696969697,58N177UE0dL8pb3hyLkELb,0.758,0.541,-7.251,0.399,116.984,0,0.0945,0.00911,0.0,232507,4
6NYBfminB8VNM7n4GgcwfW,Saturday - Instrumental,long_term,4.909090909090909,6NYBfminB8VNM7n4GgcwfW,0.682,0.497,-6.781,0.318,128.237,1,0.0314,0.369,0.0128,194320,4
7aciebfpMZffzCTSg9rLIZ,Levitation,long_term,4.848484848484849,7aciebfpMZffzCTSg9rLIZ,0.452,0.249,-7.126,0.0676,142.352,1,0.0303,0.55,0.427,354600,4
51EMSRpNm9Rg5rGViVCczv,Andromeda,long_term,4.787878787878788,51EMSRpNm9Rg5rGViVCczv,0.461,0.467,-7.94,0.188,131.325,0,0.0274,0.368,0.00115,280187,4
4NKvSohxaivlVYuvqbqFup,Hausgemacht,long_term,4.727272727272728,4NKvSohxaivlVYuvqbqFup,0.53,0.667,-10.789,0.443,140.055,1,0.112,0.00815,0.93,156039,4
5bu9A6uphPWg39RC3ZKeku,"Goldberg Variations, BWV 988: Aria",long_term,4.666666666666666,5bu9A6uphPWg39RC3ZKeku,0.0139,0.454,-29.966,0.244,130.253,0,0.0514,0.995,0.943,184853,4
4oEfv4ljcIHjU6xHFYEyGT,Orca,long_term,4.6060606060606055,4oEfv4ljcIHjU6xHFYEyGT,0.501,0.273,-9.033,0.474,93.65,1,0.0323,0.706,0.0308,142480,4
4hRdaL1ZSGvPJNQezb0ejL,Wuthering Heights - 2018 Remaster,long_term,4.545454545454545,4hRdaL1ZSGvPJNQezb0ejL,0.399,0.481,-10.813,0.544,124.646,1,0.0306,0.413,0.151,268933,4
5aYSlP4RN0XGJz1ieWnwcT,"Bach: Fugee, BWV 543",long_term,4.484848484848484,5aYSlP4RN0XGJz1ieWnwcT,0.267,0.46,-24.927,0.505,171.044,0,0.0452,0.996,0.918,214954,4
5ozqshq2dtU7SYCpCBu0NE,One More Year,long_term,4.424242424242424,5ozqshq2dtU7SYCpCBu0NE,0.88,0.602,-5.414,0.493,114.009,1,0.0354,0.057,0.46,324013,4
67WxAn7LZ9LXrLZzAAlkZO,"Three Little Fugues from Klavierbüchlein für Wilhelm Bach: Fughetta in C Minor, BWV 961",long_term,4.363636363636363,67WxAn7LZ9LXrLZzAAlkZO,0.158,0.478,-22.193,0.721,137.227,1,0.0546,0.994,0.89,145000,4
4mExZER1NmVLhNy9aPmdUS,Time To Dance - Sebastian Remix,long_term,4.303030303030303,4mExZER1NmVLhNy9aPmdUS,0.896,0.682,-5.651,0.364,122.033,1,0.115,0.00133,0.21,204848,4
2OqtZbITDWCFUHAT9fmdin,Choses nouvelles,long_term,4.242424242424242,2OqtZbITDWCFUHAT9fmdin,0.383,0.669,-12.993,0.569,140.011,0,0.0385,0.465,0.856,234600,4
6EPRKhUOdiFSQwGBRBbvsZ,Ace of Spades,long_term,4.181818181818182,6EPRKhUOdiFSQwGBRBbvsZ,0.91,0.342,-7.748,0.547,140.452,1,0.0758,4.02e-05,0.000121,166360,4
4Jj8pWRyVjh0KIJLrcreRa,Here We Go Jack,long_term,4.121212121212121,4Jj8pWRyVjh0KIJLrcreRa,0.309,0.679,-10.606,0.473,163.979,1,0.032,0.585,0.907,237938,4
3v9g8iM3v5irWQHqFWaDSo,Cómo Te Quiero,long_term,4.0606060606060606,3v9g8iM3v5irWQHqFWaDSo,0.277,0.608,-11.917,0.437,126.501,1,0.0282,0.622,0.896,242536,4
2tObQO8pxckNOezskTjWVK,"Concerto in D Minor, BWV 974: II. Adagio",long_term,4.0,2tObQO8pxckNOezskTjWVK,0.0179,0.383,-30.931,0.0387,63.586,0,0.0455,0.993,0.949,250333,4
