id,name,range,rating,id_copy,energy,danceability,loudness,valence,tempo,mode,speechiness,acousticness,instrumentalness,duration_ms,time_signature,pitches,timbre,key,mode,id_copy_2
0ansk2O9qsXta073JyOKKD,Kounkoun,short_term,0.7878787878787881,0ansk2O9qsXta073JyOKKD,0.724,0.653,-7.759,0.896,95.042,0,0.0373,0.377,0.000111,286187,4,"[0.51, 0.4, 0.2, 0.34, 0.28, 0.57, 0.28, 0.35, 0.22, 0.16, 0.31, 0.17]","[47.23, -15.96, -14.33, -7.3, 27.8, -23.01, -3.64, -4.87, 7.36, 0.25, -11.47, -6.56]",85.71428571428571,0.25,0ansk2O9qsXta073JyOKKD
0uEBBlkHjdxSUty2ANx8SZ,Norfolk Hotel,short_term,0.7272727272727275,0uEBBlkHjdxSUty2ANx8SZ,0.76,0.441,-6.618,0.508,112.52,1,0.0569,0.422,0.0522,274177,4,"[0.5, 0.38, 0.29, 0.23, 0.31, 0.31, 0.34, 0.4, 0.36, 0.52, 0.43, 0.35]","[50.59, -8.2, 21.02, -12.36, 19.84, -28.68, -0.55, -0.7, -5.72, -3.08, -5.48, -0.19]",90.0,0.91,0uEBBlkHjdxSUty2ANx8SZ
15irEKZ9D6FQqLoZ1qJ1Cx,Faust Arp,short_term,0.6666666666666661,15irEKZ9D6FQqLoZ1qJ1Cx,0.288,0.337,-13.477,0.225,105.036,0,0.0321,0.84,0.199,129680,4,"[0.17, 0.17, 0.21, 0.18, 0.23, 0.34, 0.5, 0.56, 0.24, 0.26, 0.22, 0.33]","[43.1, -54.71, -28.53, -31.19, -0.79, -21.75, -13.01, -7.23, -8.23, -6.41, -6.9, -1.11]",83.33333333333333,0.57,15irEKZ9D6FQqLoZ1qJ1Cx
1GXHYRKZnCxmuJQ4eesNI6,The Cure,short_term,0.6060606060606055,1GXHYRKZnCxmuJQ4eesNI6,0.672,0.207,-6.27,0.348,124.695,1,0.0544,0.0522,1.95e-05,223234,4,"[0.49, 0.49, 0.35, 0.28, 0.29, 0.38, 0.29, 0.27, 0.33, 0.27, 0.46, 0.41]","[50.24, 19.66, 16.62, -21.83, 21.28, -32.48, -0.83, 1.85, -0.85, 0.61, -6.96, -1.64]",88.88888888888889,0.55,1GXHYRKZnCxmuJQ4eesNI6
1xkYnVp4lmP9r1W1DVd6Pd,Infinite End,short_term,0.4848484848484844,1xkYnVp4lmP9r1W1DVd6Pd,0.361,0.665,-12.816,0.431,122.017,0,0.0429,0.911,0.948,361000,4,"[0.17, 0.56, 0.18, 0.39, 0.47, 0.19, 0.4, 0.23, 0.6, 0.11, 0.17, 0.2]","[41.4, -78.14, 18.85, -17.32, 11.77, -14.56, 8.34, 0.29, -4.84, -6.48, -11.29, 2.13]",1.4210854715202004e-14,0.0,1xkYnVp4lmP9r1W1DVd6Pd
1zPRp8SGQu5nATv2Telw2D,Sex Music,short_term,0.4242424242424238,1zPRp8SGQu5nATv2Telw2D,0.622,0.783,-10.373,0.673,94.173,1,0.0432,0.529,0.841,230634,4,"[0.41, 0.54, 0.34, 0.24, 0.41, 0.44, 0.36, 0.35, 0.29, 0.41, 0.25, 0.16]","[42.66, -68.44, -29.23, 26.86, -9.95, -22.48, -1.37, -2.3, -14.06, -5.81, -16.72, 0.8]",75.0,0.62,1zPRp8SGQu5nATv2Telw2D
2A6YNzhnvSgaqkJzDjtVyf,Sixtyten,short_term,0.3636363636363633,2A6YNzhnvSgaqkJzDjtVyf,0.725,0.754,-14.688,0.657,109.579,1,0.0636,0.0204,0.805,348347,4,"[0.5, 0.56, 0.45, 0.44, 0.3, 0.27, 0.3, 0.25, 0.29, 0.35, 0.45, 0.39]","[39.32, 5.34, -82.15, -1.12, 39.7, -36.25, -6.26, 2.3, -3.15, -5.18, -8.18, -3.05]",87.5,0.88,2A6YNzhnvSgaqkJzDjtVyf
2CcYI8KxDgOiOaM7axIP3h,Fadjamou,short_term,0.3030303030303027,2CcYI8KxDgOiOaM7axIP3h,0.967,0.444,-5.332,0.926,132.851,0,0.0839,0.168,4.7e-05,275867,4,"[0.67, 0.55, 0.35, 0.36, 0.35, 0.56, 0.44, 0.41, 0.48, 0.4, 0.55, 0.35]","[51.7, 1.16, 20.98, 13.3, 31.3, -28.55, 15.07, 0.47, -4.77, -0.95, -5.99, -4.16]",88.88888888888889,0.44,2CcYI8KxDgOiOaM7axIP3h
2TdpGmTV28dk9XPJhHq1h1,Yere faga,short_term,0.1212121212121211,2TdpGmTV28dk9XPJhHq1h1,0.728,0.738,-6.949,0.547,104.989,1,0.0392,0.393,0.000199,311267,4,"[0.6, 0.5, 0.39, 0.17, 0.18, 0.26, 0.3, 0.42, 0.24, 0.24, 0.29, 0.25]","[48.3, 3.39, -0.07, 1.06, 27.19, -16.93, -2.83, -1.77, -0.47, -0.21, -8.4, 0.8]",90.9090909090909,0.94,2TdpGmTV28dk9XPJhHq1h1
2egYFLjRGuzt8lYM1Yznz2,"Schwanengesang, D. 957: IV. Ständchen",short_term,0.0606060606060605,2egYFLjRGuzt8lYM1Yznz2,0.024,0.304,-26.397,0.0464,124.366,1,0.0407,0.985,1.07e-05,254560,4,"[0.26, 0.37, 0.43, 0.19, 0.33, 0.29, 0.31, 0.31, 0.17, 0.49, 0.25, 0.16]","[25.56, -58.97, 1.17, -23.43, 33.34, -23.99, -28.39, 2.78, -11.42, -3.15, -4.81, -2.94]",85.71428571428572,0.86,2egYFLjRGuzt8lYM1Yznz2
35YyxFpE0ZTOoqFx5bADW8,Nude,short_term,0.0,35YyxFpE0ZTOoqFx5bADW8,0.342,0.516,-9.785,0.167,128.378,1,0.0342,0.832,0.579,255387,3,"[0.28, 0.37, 0.16, 0.22, 0.45, 0.23, 0.22, 0.17, 0.42, 0.34, 0.15, 0.3]","[43.55, -74.51, -7.47, -8.3, 28.3, -33.16, -7.42, -13.44, -4.42, -2.7, -4.98, 0.34]",85.71428571428571,0.67,35YyxFpE0ZTOoqFx5bADW8
1wQL1hqKJNlOZr5vVgIytr,Bennington (2007),medium_term,7.636363636363637,1wQL1hqKJNlOZr5vVgIytr,0.379,0.709,-9.953,0.786,134.952,0,0.0322,0.00145,0.639,193013,4,"[0.53, 0.27, 0.2, 0.36, 0.26, 0.23, 0.17, 0.33, 0.16, 0.15, 0.3, 0.24]","[45.81, 22.23, -23.13, 5.18, 11.56, -37.25, 7.38, 5.26, 1.14, 2.75, -8.06, -4.29]",83.33333333333334,0.25,1wQL1hqKJNlOZr5vVgIytr
4L9UGREMQBfYLmGwlACgTV,Moskau,medium_term,7.575757575757576,4L9UGREMQBfYLmGwlACgTV,0.963,0.493,-3.41,0.305,147.992,1,0.0638,2.25e-05,0.667,256307,4,"[0.4, 0.49, 0.3, 0.44, 0.49, 0.39, 0.33, 0.31, 0.43, 0.29, 0.34, 0.35]","[53.89, 82.8, 11.87, -10.74, -11.98, -32.05, 8.77, 5.37, -7.81, 1.66, -6.36, 4.24]",80.0,0.8,4L9UGREMQBfYLmGwlACgTV
6q0vpZDGYCpYd3DDTfjSFX,Now Summer Is Gone,medium_term,7.515151515151516,6q0vpZDGYCpYd3DDTfjSFX,0.259,0.062,-10.525,0.133,211.879,1,0.0339,0.514,0.883,228358,4,"[0.31, 0.2, 0.38, 0.12, 0.21, 0.19, 0.24, 0.49, 0.12, 0.12, 0.09, 0.51]","[45.93, -61.43, 1.27, -26.35, 18.74, -36.77, 10.3, 2.46, 0.54, 0.38, -4.39, -0.03]",85.71428571428571,0.73,6q0vpZDGYCpYd3DDTfjSFX
0clHX7YnFCB2prSGUKIXOs,Badi Sabah Olmadan,medium_term,7.454545454545455,0clHX7YnFCB2prSGUKIXOs,0.671,0.413,-9.256,0.417,172.052,1,0.0346,0.00217,0.375,283399,4,"[0.87, 0.62, 0.32, 0.26, 0.19, 0.2, 0.2, 0.37, 0.21, 0.14, 0.17, 0.3]","[47.72, 6.53, 7.97, -5.77, -0.48, -28.35, 7.57, 3.66, -1.09, 1.06, -8.2, -1.62]",88.88888888888889,0.92,0clHX7YnFCB2prSGUKIXOs
1rHlc3clkZmCryFhGoRRXB,The Community Of Hope,medium_term,7.393939393939394,1rHlc3clkZmCryFhGoRRXB,0.879,0.61,-7.908,0.634,132.913,1,0.0444,0.63,0.0,143573,4,"[0.32, 0.64, 0.55, 0.51, 0.56, 0.41, 0.51, 0.32, 0.41, 0.47, 0.25, 0.42]","[49.47, 30.71, 1.5, -17.04, 28.04, -21.81, -11.94, 0.27, 2.92, -1.28, -6.93, 1.87]",66.66666666666666,0.71,1rHlc3clkZmCryFhGoRRXB
2MC5MLUdhrVUWGHUFHvaLF,Wollt ihr das Bett in Flammen sehen,medium_term,7.333333333333333,2MC5MLUdhrVUWGHUFHvaLF,0.766,0.673,-7.342,0.641,129.928,1,0.0394,2.37e-05,0.673,315851,4,"[0.57, 0.66, 0.6, 0.43, 0.32, 0.25, 0.28, 0.28, 0.26, 0.39, 0.35, 0.35]","[48.68, 88.22, -6.98, -6.79, -30.9, -20.55, -0.23, 5.88, -13.87, 0.84, -6.29, -1.45]",80.0,1.0,2MC5MLUdhrVUWGHUFHvaLF
0BuiYLxZ8w3abLHgcIVXjJ,The Voice Is Calling Us,medium_term,7.272727272727272,0BuiYLxZ8w3abLHgcIVXjJ,0.443,0.31,-10.024,0.0396,160.079,0,0.032,0.547,0.977,204977,4,"[0.2, 0.33, 0.19, 0.26, 0.21, 0.47, 0.57, 0.26, 0.26, 0.18, 0.42, 0.13]","[47.43, -35.0, -2.1, -21.37, 17.07, -27.03, 2.41, 1.66, -1.92, -1.19, -6.75, -1.14]",85.71428571428572,0.73,0BuiYLxZ8w3abLHgcIVXjJ
3gIBSlXYIN1mru35l4LWPB,Still Crazy After All These Years,medium_term,7.151515151515151,3gIBSlXYIN1mru35l4LWPB,0.252,0.267,-11.687,0.13,37.114,1,0.0351,0.8,4.43e-05,206533,4,"[0.36, 0.32, 0.36, 0.2, 0.33, 0.18, 0.21, 0.32, 0.21, 0.37, 0.22, 0.32]","[42.59, -33.63, -7.58, -20.97, 36.99, -24.51, -11.74, -6.28, 5.1, -1.23, -7.42, 1.42]",83.33333333333334,0.89,3gIBSlXYIN1mru35l4LWPB
032flQPlMVQiDQ2mM8PJT2,Automaton,medium_term,7.090909090909091,032flQPlMVQiDQ2mM8PJT2,0.828,0.622,-7.172,0.943,145.001,1,0.0331,0.00723,0.172,312268,4,"[0.36, 0.37, 0.32, 0.24, 0.4, 0.26, 0.31, 0.33, 0.4, 0.74, 0.28, 0.27]","[49.05, 49.21, -11.34, 7.41, -2.95, -24.1, -7.46, 2.31, 0.87, 1.07, -8.86, 0.44]",85.71428571428572,0.62,032flQPlMVQiDQ2mM8PJT2
3h8x8UE8mgOCkorEsAMRFR,Get Innocuous! - Soulwax Remix,medium_term,7.03030303030303,3h8x8UE8mgOCkorEsAMRFR,0.997,0.667,-5.832,0.693,118.0,1,0.0457,0.0748,0.738,601240,4,"[0.7, 0.74, 0.49, 0.36, 0.4, 0.45, 0.38, 0.41, 0.34, 0.4, 0.35, 0.24]","[48.96, 69.6, 17.86, 29.3, 10.92, -41.22, -12.39, -1.14, 1.37, 6.65, -10.31, 4.54]",85.71428571428572,0.73,3h8x8UE8mgOCkorEsAMRFR
0UKz1qLNjzU1tOJ8Gympzq,(The Death of Ruby),medium_term,6.96969696969697,0UKz1qLNjzU1tOJ8Gympzq,0.434,0.666,-15.74,0.065,91.997,1,0.0662,0.279,0.396,101739,4,"[0.32, 0.24, 0.17, 0.18, 0.65, 0.54, 0.33, 0.4, 0.22, 0.3, 0.21, 0.11]","[38.76, 1.42, -89.5, -15.74, 33.16, -28.3, -14.45, -28.12, 15.72, -2.07, -18.05, 2.26]",80.0,0.6,0UKz1qLNjzU1tOJ8Gympzq
6wOmGciNCGwEO1C79Yvlml,Sonatina,medium_term,6.909090909090909,6wOmGciNCGwEO1C79Yvlml,0.249,0.426,-12.062,0.174,77.781,1,0.0286,0.755,0.735,210733,4,"[0.26, 0.17, 0.22, 0.37, 0.16, 0.25, 0.12, 0.28, 0.35, 0.21, 0.41, 0.19]","[40.69, -51.94, 18.24, -9.92, 13.1, -21.43, 2.03, 3.7, 1.18, -0.67, -8.53, -5.04]",75.0,0.88,6wOmGciNCGwEO1C79Yvlml
5Vsx7c7vcVmQLu2Acg6AUP,Skyscraper,medium_term,6.787878787878788,5Vsx7c7vcVmQLu2Acg6AUP,0.596,0.565,-7.028,0.851,103.009,0,0.026,0.000161,0.000548,237785,4,"[0.19, 0.25, 0.31, 0.26, 0.52, 0.2, 0.25, 0.24, 0.15, 0.16, 0.15, 0.42]","[50.03, 25.37, -15.55, -8.68, 15.91, -30.12, 15.23, -6.69, 0.64, -4.15, -11.72, -2.79]",92.3076923076923,0.69,5Vsx7c7vcVmQLu2Acg6AUP
7cfH4PBHP8bNKpfmIrXgLD,"The Original Theme from ""Blade"" - 2016 Remaster",medium_term,6.727272727272728,7cfH4PBHP8bNKpfmIrXgLD,0.998,0.561,-3.669,0.484,136.206,0,0.0797,0.42,0.173,623013,4,"[0.63, 0.5, 0.39, 0.52, 0.39, 0.45, 0.6, 0.46, 0.51, 0.44, 0.33, 0.56]","[54.17, 16.74, 28.0, 17.22, 45.43, -41.86, -12.21, -7.33, -9.7, 5.18, -12.77, -2.17]",87.5,0.71,7cfH4PBHP8bNKpfmIrXgLD
5QO3UJc1gF1ummP75n2b3R,Goca Dünya,medium_term,6.666666666666666,5QO3UJc1gF1ummP75n2b3R,0.683,0.738,-5.099,0.802,97.484,0,0.0622,0.0485,0.000728,240093,4,"[0.38, 0.26, 0.2, 0.29, 0.45, 0.23, 0.34, 0.3, 0.31, 0.51, 0.31, 0.36]","[48.38, 22.15, -5.01, 28.21, 9.94, -13.06, -1.9, -3.61, -12.51, -1.66, -11.93, -7.06]",87.5,0.62,5QO3UJc1gF1ummP75n2b3R
0fsRZR40GASck3rxMJerWT,Surface Pan,medium_term,6.6060606060606055,0fsRZR40GASck3rxMJerWT,0.0955,0.533,-27.462,0.184,94.962,0,0.0427,0.963,0.944,311250,3,"[0.55, 0.08, 0.09, 0.31, 0.07, 0.47, 0.11, 0.16, 0.25, 0.13, 0.3, 0.11]","[29.6, -102.99, -9.64, -10.99, 25.46, -28.41, 6.54, -4.81, -15.86, -2.29, -0.61, 13.89]",83.33333333333333,0.29,0fsRZR40GASck3rxMJerWT
0mQpx1PTcA2v4CqYlWPhFj,Estranged From Itself,medium_term,6.545454545454545,0mQpx1PTcA2v4CqYlWPhFj,0.535,0.161,-8.819,0.135,101.967,1,0.0307,0.00468,0.0209,287426,4,"[0.27, 0.54, 0.32, 0.33, 0.25, 0.48, 0.52, 0.22, 0.16, 0.14, 0.37, 0.21]","[49.46, 5.02, 5.85, -20.04, 12.25, -32.71, 4.29, 0.84, 2.52, 1.09, -7.6, -6.04]",85.71428571428571,0.73,0mQpx1PTcA2v4CqYlWPhFj
0yevg3L0wpe3cJTWrMkTRX,Doves Dance,medium_term,6.484848484848484,0yevg3L0wpe3cJTWrMkTRX,0.174,0.56,-21.558,0.158,101.95,0,0.0331,0.865,0.891,535040,4,"[0.66, 0.46, 0.25, 0.26, 0.19, 0.27, 0.17, 0.19, 0.21, 0.18, 0.26, 0.17]","[31.2, -75.91, -46.79, -9.56, 23.21, -31.31, -3.73, -5.5, 0.04, 3.18, -7.52, 3.83]",95.23809523809524,0.52,0yevg3L0wpe3cJTWrMkTRX
2Rr22UFL2JTTTflT2iD14Z,Edo,medium_term,6.424242424242424,2Rr22UFL2JTTTflT2iD14Z,0.0437,0.13,-25.968,0.0373,80.169,0,0.0544,0.842,0.852,292000,4,"[0.07, 0.39, 0.08, 0.33, 0.32, 0.12, 0.27, 0.11, 0.64, 0.04, 0.16, 0.38]","[34.23, -201.53, -38.73, -43.55, 3.53, -41.59, -2.6, -0.82, 7.59, -2.45, 2.63, 10.27]",75.0,0.9,2Rr22UFL2JTTTflT2iD14Z
7wXJyWtRktzx7shORVNX5B,Strange Overtones,medium_term,6.363636363636363,7wXJyWtRktzx7shORVNX5B,0.838,0.694,-6.942,0.809,109.976,1,0.0465,0.271,0.00326,256493,4,"[0.56, 0.66, 0.32, 0.34, 0.34, 0.43, 0.4, 0.33, 0.43, 0.3, 0.35, 0.31]","[48.67, 25.12, 5.87, -1.19, 19.89, -27.74, -7.04, 6.55, 1.99, 3.82, -3.63, 5.26]",90.0,0.8,7wXJyWtRktzx7shORVNX5B
0IuE6FnXPCdZ8NLuuvJRhb,On Track,medium_term,6.242424242424242,0IuE6FnXPCdZ8NLuuvJRhb,0.648,0.388,-5.578,0.112,163.861,1,0.038,0.116,4.19e-06,301787,4,"[0.23, 0.47, 0.49, 0.16, 0.27, 0.17, 0.39, 0.4, 0.25, 0.41, 0.18, 0.26]","[49.9, 29.04, 38.22, 0.69, 29.2, -28.76, 10.2, 2.12, -15.35, -2.36, -7.28, -0.26]",50.0,1.0,0IuE6FnXPCdZ8NLuuvJRhb
5hZhO6GpnkWQs9ZlI3bQQ2,Death In The Family,medium_term,6.181818181818182,5hZhO6GpnkWQs9ZlI3bQQ2,0.427,0.478,-9.023,0.21,77.944,1,0.025,0.865,0.00131,163209,3,"[0.3, 0.31, 0.5, 0.28, 0.28, 0.15, 0.27, 0.41, 0.22, 0.5, 0.25, 0.42]","[47.28, -27.57, 30.62, -5.34, 31.23, -23.89, -4.47, -4.15, -8.61, -4.73, -3.77, 4.1]",75.0,1.0,5hZhO6GpnkWQs9ZlI3bQQ2
02qdK5VnAz2LkREkpbxekf,This Is Not,medium_term,6.121212121212121,02qdK5VnAz2LkREkpbxekf,0.633,0.635,-6.92,0.795,131.785,1,0.0281,0.0449,7.89e-05,290160,4,"[0.36, 0.36, 0.18, 0.28, 0.36, 0.19, 0.29, 0.18, 0.43, 0.33, 0.21, 0.37]","[49.48, 31.67, 9.14, -2.31, 6.18, -22.89, -15.13, -0.46, -13.59, -3.92, -2.44, -6.8]",90.0,0.54,02qdK5VnAz2LkREkpbxekf
2Y0iGXY6m6immVb2ktbseM,Little Dark Age,medium_term,6.0606060606060606,2Y0iGXY6m6immVb2ktbseM,0.712,0.705,-6.156,0.62,97.512,1,0.0385,0.0102,0.000855,299960,4,"[0.48, 0.62, 0.25, 0.21, 0.26, 0.25, 0.36, 0.25, 0.35, 0.36, 0.32, 0.33]","[48.74, 7.32, -12.47, 3.62, 16.77, -28.03, 1.03, -4.24, 1.2, 1.92, -12.81, -5.84]",90.9090909090909,0.73,2Y0iGXY6m6immVb2ktbseM
5vZ4IeUenK2cHub2d7yfWk,Radio,medium_term,5.9393939393939394,5vZ4IeUenK2cHub2d7yfWk,0.894,0.652,-5.145,0.76,132.03,0,0.0409,0.00404,0.00381,277397,4,"[0.68, 0.58, 0.33, 0.41, 0.4, 0.33, 0.32, 0.46, 0.38, 0.31, 0.32, 0.36]","[50.32, 40.12, -2.51, -2.08, 4.05, -33.41, -8.23, -0.14, -6.34, 4.22, -5.2, -1.13]",90.0,0.36,5vZ4IeUenK2cHub2d7yfWk
1Sde10QOuzSGWRWdnZ5ONc,The Fear (2003),medium_term,5.878787878787879,1Sde10QOuzSGWRWdnZ5ONc,0.981,0.476,-6.687,0.21,104.404,0,0.0672,0.13,0.701,166387,4,"[0.4, 0.52, 0.36, 0.52, 0.42, 0.4, 0.58, 0.44, 0.53, 0.44, 0.53, 0.43]","[51.21, 55.91, 65.72, 3.67, 4.67, -27.43, 2.59, 0.49, -20.52, -6.42, -3.16, -0.33]",83.33333333333333,0.71,1Sde10QOuzSGWRWdnZ5ONc
2lWufuX8T9rr8zSQj9m9Ft,Thunder & Lightning,medium_term,5.818181818181818,2lWufuX8T9rr8zSQj9m9Ft,0.995,0.343,-3.79,0.0382,134.928,1,0.155,0.00233,0.136,186013,4,"[0.6, 0.69, 0.5, 0.67, 0.48, 0.45, 0.48, 0.47, 0.52, 0.48, 0.55, 0.42]","[54.96, 72.69, 27.37, -15.66, 1.23, -31.38, -7.13, 1.51, -9.33, 1.42, -4.78, 5.89]",87.5,0.8,2lWufuX8T9rr8zSQj9m9Ft
4TOMI010Sd4ZAX4aZ5TS85,Perfect Day,medium_term,5.757575757575758,4TOMI010Sd4ZAX4aZ5TS85,0.267,0.4,-12.488,0.0872,144.799,1,0.0323,0.744,0.00734,225000,3,"[0.31, 0.29, 0.28, 0.37, 0.23, 0.37, 0.22, 0.25, 0.25, 0.26, 0.33, 0.15]","[40.14, -9.36, -7.33, -13.76, 8.86, -21.45, -4.68, 2.23, -5.26, 2.12, -9.47, 7.58]",80.0,0.56,4TOMI010Sd4ZAX4aZ5TS85
5Jux7nevG4VaJNfI6jKoka,Matador,medium_term,5.696969696969697,5Jux7nevG4VaJNfI6jKoka,0.836,0.462,-4.512,0.565,146.944,0,0.0365,0.00172,0.0186,199360,4,"[0.4, 0.44, 0.42, 0.36, 0.54, 0.28, 0.27, 0.32, 0.25, 0.33, 0.22, 0.3]","[52.62, 34.97, 9.31, -16.52, -20.67, -22.79, -2.53, 2.58, -11.12, -1.19, -6.87, -0.96]",80.0,0.4,5Jux7nevG4VaJNfI6jKoka
6Qb7gtV6Q4MnUjSbkFcopl,50 Ways to Leave Your Lover,medium_term,5.636363636363637,6Qb7gtV6Q4MnUjSbkFcopl,0.372,0.815,-12.814,0.293,101.684,1,0.0752,0.166,0.000116,217347,4,"[0.49, 0.5, 0.33, 0.3, 0.33, 0.27, 0.34, 0.4, 0.27, 0.3, 0.33, 0.33]","[37.33, 13.4, -63.57, 2.14, 14.86, -21.64, -16.91, -8.25, -2.25, 0.3, -12.6, -0.72]",88.88888888888889,0.7,6Qb7gtV6Q4MnUjSbkFcopl
6SmXMbewOprbmUEWNxXH61,There Is No Need To Fear The End,medium_term,5.575757575757576,6SmXMbewOprbmUEWNxXH61,0.367,0.272,-11.993,0.0705,107.726,1,0.037,0.0226,0.517,337024,5,"[0.32, 0.25, 0.37, 0.14, 0.23, 0.44, 0.24, 0.25, 0.16, 0.38, 0.25, 0.14]","[46.42, -11.23, 8.99, -23.66, 15.12, -34.21, 2.01, 0.57, -1.9, -1.28, -5.27, -5.01]",90.9090909090909,0.67,6SmXMbewOprbmUEWNxXH61
4uNHhyYgUJT6e4s5zpNypt,Estranged From Itself,medium_term,5.454545454545455,4uNHhyYgUJT6e4s5zpNypt,0.534,0.161,-8.821,0.13,102.018,1,0.0304,0.00463,0.0226,287426,4,"[0.26, 0.54, 0.32, 0.33, 0.25, 0.48, 0.52, 0.22, 0.16, 0.14, 0.37, 0.21]","[49.45, 4.93, 5.86, -20.06, 12.23, -32.72, 4.29, 0.85, 2.52, 1.07, -7.59, -6.04]",88.88888888888889,0.55,4uNHhyYgUJT6e4s5zpNypt
1UYj8qTWjneZJDVjUMwMub,The Moment,medium_term,5.3939393939393945,1UYj8qTWjneZJDVjUMwMub,0.827,0.547,-6.036,0.451,119.089,1,0.0468,0.000296,0.101,255413,4,"[0.38, 0.39, 0.3, 0.18, 0.28, 0.31, 0.56, 0.56, 0.39, 0.41, 0.33, 0.38]","[50.83, 39.71, -4.02, -9.43, 4.7, -36.81, 12.6, 3.37, -14.59, -2.09, -4.78, 0.3]",83.33333333333333,0.43,1UYj8qTWjneZJDVjUMwMub
2KBHg10JyF2MMjg3l0CFoY,It's Only A Band,medium_term,5.333333333333333,2KBHg10JyF2MMjg3l0CFoY,0.798,0.494,-7.142,0.763,149.98,0,0.0333,0.0185,0.0,211236,4,"[0.36, 0.43, 0.38, 0.25, 0.44, 0.23, 0.36, 0.3, 0.27, 0.53, 0.28, 0.41]","[50.01, 32.49, -3.13, -13.19, 17.2, -28.72, -4.69, -2.38, -11.7, 0.93, -5.69, -7.65]",66.66666666666667,0.22,2KBHg10JyF2MMjg3l0CFoY
3I7OmVsk4Hm5LBbs2GmhlD,Reality In Motion,medium_term,5.2727272727272725,3I7OmVsk4Hm5LBbs2GmhlD,0.915,0.536,-4.993,0.472,115.037,1,0.0581,0.154,0.000788,252027,4,"[0.27, 0.45, 0.38, 0.25, 0.39, 0.32, 0.45, 0.52, 0.41, 0.54, 0.26, 0.36]","[52.3, 32.96, -0.24, -17.1, 28.05, -30.24, -9.74, -2.96, -7.23, -5.64, -4.85, 5.93]",83.33333333333333,0.67,3I7OmVsk4Hm5LBbs2GmhlD
4Qzwf6gvIwVEq1z3nLgaTy,The Dawns Here Are Quiet,medium_term,5.212121212121212,4Qzwf6gvIwVEq1z3nLgaTy,0.386,0.146,-11.001,0.156,95.998,0,0.0362,0.211,0.79,287924,4,"[0.42, 0.31, 0.26, 0.18, 0.22, 0.43, 0.3, 0.45, 0.32, 0.26, 0.24, 0.18]","[46.08, -40.89, -17.88, -31.89, 7.24, -35.84, 15.71, 2.7, -0.9, -0.22, -6.41, -3.09]",80.0,0.56,4Qzwf6gvIwVEq1z3nLgaTy
4j4DlIxdxYM6dADdVkn1QP,Too Much Money,medium_term,5.090909090909091,4j4DlIxdxYM6dADdVkn1QP,0.623,0.515,-6.484,0.234,180.044,1,0.0267,0.00129,0.371,136440,4,"[0.17, 0.23, 0.27, 0.27, 0.91, 0.31, 0.12, 0.1, 0.11, 0.1, 0.08, 0.2]","[49.46, 50.43, -50.48, -27.92, -17.11, -25.75, -15.8, -0.42, -0.84, -4.07, -6.11, -0.09]",0.0,1.0,4j4DlIxdxYM6dADdVkn1QP
